,Usia (Tes),Usia (Prediksi)
0,1.952,2.0417711398607654
1,1.162,1.1853020326261925
2,0.251,0.25700986182720476
3,0.506,0.5349140043101448
4,9.371,10.421950546379897
5,2.898,2.7284594338741193
6,2.455,2.469149537019235
7,3.655,3.397432625470491
8,1.083,1.0832929931758613
9,1.35,1.327008123969116
10,2.899,6.932211114217225
11,0.888,0.8892939374494766
12,0.428,0.4194141308856305
13,9.077,11.00252333963409
14,3.52,3.5306522825750735
15,0.213,0.20434783973227288
16,0.239,0.23956549640217473
17,1.172,1.1769673498307345
18,0.461,0.44644831236081384
19,0.31,0.3134793245696641
20,13.326,13.092273896012038
21,1.399,1.392102278598347
22,1.211,1.1967674050982922
23,0.407,0.4123333341443023
24,13.46,11.833238965838506
25,9.875,9.810493464377227
26,12.128,12.81013661119098
27,0.28,0.2724605561271818
28,5.834,5.734823897189406
29,1.56,1.5087807899427348
30,1.05,1.0491411860661577
31,12.987,12.851548888107843
32,0.885,0.8671703507278372
33,11.739,11.461410150788584
34,1.324,1.354923973603407
35,2.8710000000000004,2.8551350112780653
36,0.2289999999999999,0.23009114717197043
37,8.676,8.521156557906155
38,6.273,6.159728810465271
39,0.264,0.2676351573521858
40,12.435,12.498987029274804
41,3.032,2.8784566152425404
42,2.377,2.338380611701078
43,1.297,1.3092620728421864
44,1.951,1.9386824364600264
45,0.564,0.5627920586325321
46,1.187,1.154086060448528
47,1.151,1.1608236213345315
48,4.468,4.530104937238668
49,8.713,8.60199428153198
50,9.025,8.948237075195749
51,3.422,3.4605080183523977
52,5.254,4.988688235200078
53,0.212,0.22743179325108143
54,0.319,0.5285354590611395
55,13.465,12.94729283758437
56,11.47,11.253336546403247
57,13.154000000000002,11.87315271727799
58,0.846,0.8478962730292352
59,1.103,1.091774649198428
60,11.956,11.669700508958384
61,0.722,0.7118857125151363
62,0.29,0.29064849566026485
63,0.397,0.4041298876479602
64,0.8859999999999999,0.8179973554806059
65,0.355,0.34837834997918815
66,0.238,0.2428146945958134
67,5.468999999999999,5.690944505112457
68,5.593999999999999,5.496263006866653
69,6.345,6.386663675295507
70,0.2689999999999999,0.2694226640965178
71,8.696,8.848180066529732
72,8.448,8.374920085186208
73,0.655,0.671809182051458
74,4.29,4.293176647692346
75,13.178,13.132197055867605
76,0.276,0.291318244290693
77,0.573,0.5826930944769457
78,12.577,10.426022088671782
79,0.428,0.4289554001197966
80,0.386,0.42165577460226045
81,0.505,0.522518745067766
82,5.632000000000001,6.932211114217225
83,1.5659999999999998,1.5246706410339212
84,5.545,5.585026779747932
85,0.324,0.3218999095046158
86,9.986,10.239159982164377
87,1.067,1.068356666279508
88,2.654,2.57395576106279
89,5.464,5.497455439684895
90,1.824,1.8584459968820766
91,0.642,0.6368974767372868
92,0.51,0.4957449788064481
93,0.3779999999999999,0.3887551472456754
94,0.497,-0.7749721368705105
95,0.588,0.3647960343643213
96,9.992,9.97532398232688
97,11.785,11.648575539587132
98,1.368,1.3220916511713856
99,11.832,11.23636357376114
100,0.746,0.7103118201239771
101,1.215,1.2128038533019931
102,9.067,9.013625877265184
103,10.457,10.341346818321009
104,0.264,0.1478546956236193
105,0.8690000000000001,1.1240028904480686
106,1.867,1.8887862576720988
107,11.972,12.03071599354508
108,1.27,1.308905365744458
109,9.714,9.714161701441652
110,0.207,0.21853611424152453
111,0.83,0.8039165799378472
112,11.97,11.612582039280651
113,0.281,0.28210113286798366
114,1.6740000000000002,1.657861000789358
115,0.291,0.29068350296210665
116,8.625,8.415306454238214
117,0.526,0.5496248990926551
118,1.15,1.1784224013969635
119,3.264,4.019256814113125
120,11.3,11.584257153425165
121,1.375,1.24498363898508
122,0.241,0.2432776108113619
123,0.7340000000000001,0.720016295161277
124,10.027,11.482608426085772
125,2.373,3.2071242302170013
126,0.223,0.22822150975111644
127,8.423,8.582559593401559
128,0.327,0.3150946929295251
129,0.745,0.7420430483527709
130,0.825,0.8346267706304351
131,0.736,0.7493903018054424
132,8.646,8.701962053028659
133,0.635,0.6244620533111829
134,11.111,9.99932212736737
135,0.35,0.36609247934534395
136,0.29,0.2965695844977785
137,5.2620000000000005,4.70811879428668
138,1.021,1.014581475743992
139,0.359,0.35786821348111486
140,13.4,12.387766193088272
141,0.347,0.3498231761834334
142,0.973,0.9833353693577584
143,1.007,0.9977845075686593
144,3.158,3.1734074433977786
145,0.2789999999999999,0.27693507419426844
146,0.268,0.26945452473366505
147,1.169,1.1457268205652364
148,0.563,0.5697318681401868
149,0.8370000000000001,0.8267466120903362
150,0.2289999999999999,0.24078150974045753
151,1.0759999999999998,1.0592974480663098
152,2.654,2.4127577320562694
153,6.861000000000001,6.885421875474709
154,0.996,0.9869093969297875
155,4.581,4.544543480772047
156,5.794,5.909923531946216
157,6.0760000000000005,5.832401239452793
158,1.319,1.3063168620788939
159,0.286,0.2913237109407869
160,0.461,0.48966966126667355
161,0.233,0.22784247977230132
162,5.872000000000001,6.78020244745799
163,10.318,10.94582652530962
164,5.0760000000000005,5.152040904091491
165,2.037,2.020513462308656
166,4.976,4.657782903133066
167,1.015,1.026520746120109
168,3.435,3.3914600907020973
169,0.5,0.5053065765521727
170,0.703,0.6517292425736048
171,0.283,0.21459587724931906
172,5.414,5.315913307790101
173,0.596,0.600178364684627
174,0.503,0.5035472473567286
175,1.795,1.727682103210802
176,1.714,1.6865448916908747
177,0.292,0.27114010616407525
178,4.699,4.180327591601827
179,0.409,0.4140421671698675
180,8.309,8.569738443473016
181,2.0380000000000003,2.0045766001456182
182,9.865,9.423398053102368
183,0.258,0.2673687484750822
184,1.223,1.240500967350168
185,0.474,0.46494243841079763
186,0.774,0.744519252490786
187,10.576,11.670929968768936
188,0.5529999999999999,0.5816241255301189
189,1.0490000000000002,0.9822741469678906
190,0.865,0.8770319961698458
191,10.168,10.262127013201656
192,12.300999999999998,12.283268513647705
193,1.779,1.767961514303573
194,1.267,1.227494016264326
195,4.737,4.336101355799707
196,13.302,12.986389731031466
197,9.221,9.544671839573553
198,0.2739999999999999,0.3246140312572767
199,0.88,0.8949370016581004
200,3.401,3.3931788403298944
201,1.362,1.3418054700706916
202,7.041,7.085789692079813
203,7.584,6.694158734041112
204,5.27,5.191829450984024
205,1.906,1.9521733747937067
206,10.599,10.471958601779876
207,1.243,1.2428618183471545
208,11.074000000000002,11.841614042547903
209,11.763,10.903073241012738
210,0.233,-0.06406774464237364
211,0.4,0.4026404325969377
212,0.504,0.49284729852693365
213,1.077,1.0793515527580553
214,10.394,10.323889498281902
215,13.339,13.31167397316005
216,0.521,0.5241423567006849
217,0.4679999999999999,0.45267542532191074
218,9.802,9.864751427489981
219,2.874,2.8861859462486237
