,Usia (Tes),Usia (Prediksi)
0,6.837000000000001,7.0432629370831386
1,2.298,2.2909053255612593
2,0.738,0.7174214438002868
3,7.51,7.1589295758777025
4,0.503,0.5028327693895775
5,0.557,0.5562137422647955
6,6.55,6.436281264430646
7,8.454,8.664913054501946
8,0.413,0.41368165078552466
9,2.384,2.344681918431808
10,1.358,1.3581244684387084
11,7.348,7.4329521251107185
12,13.275,12.871692900416393
13,3.677,3.703479181174004
14,0.203,0.2068844311213865
15,0.556,0.5581037861610525
16,0.27,0.2713081932504822
17,0.415,0.44335448505609004
18,1.341,1.345815299216617
19,10.952,12.080215599546625
20,0.455,0.4551404109068759
21,1.658,1.6322736220584035
22,3.672,3.588533325614285
23,0.657,0.654523936676919
24,0.5539999999999999,0.5562137422647955
25,0.556,0.556499571384144
26,2.765,2.8011593212536607
27,4.546,4.475693881204701
28,6.39,6.380115771432382
29,0.5589999999999999,0.5580417909589583
30,6.305,6.149002381227355
31,0.5589999999999999,0.5586394137927503
32,0.233,0.23355848891803999
33,0.74,0.7546983557718437
34,12.04,11.454172317310029
35,7.78,7.737029519392432
36,1.34,1.345815299216617
37,0.621,0.6202414606653451
38,10.285,11.188452929630333
39,0.377,0.3774140290965633
40,0.503,0.5040315617024858
41,3.742,3.7251794664251356
42,6.999,6.686947628491369
43,0.74,0.725468312070492
44,0.293,0.2930635472499085
45,9.628,9.385087316258383
46,2.209,2.2404788840814556
47,10.777,10.385642522539216
48,10.707,9.963775256711656
49,1.258,1.2607707833845387
50,12.22,12.25195799751819
51,5.726,5.625012425177331
52,4.017,4.106837636403399
53,0.5589999999999999,0.5571689040128586
54,0.503,0.503158674756386
55,0.6970000000000001,0.7162393572252063
56,1.342,1.345815299216617
57,0.622,0.6196141280035984
58,12.118,11.782677862847352
59,1.519,1.4961465621949217
60,0.251,0.2520843234769168
61,1.087,1.0865161788404027
62,13.457,12.716651913526684
63,12.356,12.870059526934401
64,1.246,1.2478987122716025
65,0.455,0.4555282500387224
66,10.784,11.848567089298593
67,11.848,11.433179506948992
68,0.5579999999999999,0.5556781447145104
69,1.6569999999999998,1.6749263940636874
70,10.71,11.21115204864153
71,1.36,1.3609952524061213
72,0.271,0.2716884856239972
73,0.556,0.5581037861610525
74,0.6579999999999999,0.6411813869669377
75,1.344,1.345815299216617
76,10.788,10.363851551822947
77,4.28,4.36608236991226
78,3.952,3.900930767130923
79,0.377,0.3775706277198346
80,4.501,4.475693881204701
81,7.144,7.6045037377696305
82,7.919,8.841301471455353
83,3.388,3.434202857434082
84,0.346,0.3456869733034556
85,0.416,0.4144189604338536
86,10.763,10.604092887998856
87,10.27,10.363851551822947
88,0.251,0.25277554497541754
89,0.217,0.21878452813110658
90,12.857,11.433179506948992
91,2.051,2.029053479433298
92,0.619,0.6204041905042355
93,10.292,10.213145414550798
94,1.34,1.345815299216617
95,5.047,5.080774043523523
96,0.27,0.271999414748983
97,13.277,11.537038027395061
98,0.292,0.2963352081697906
99,9.911,9.730491405937663
100,13.418,13.00686575361053
101,5.961,5.754239347644377
102,0.2019999999999999,0.2068844311213865
103,0.2319999999999999,0.23340300454189916
104,8.363999999999999,7.992156068504156
105,0.785,0.7736015737177445
106,12.197,11.759799027926007
107,0.455,0.453801519495645
108,9.537,9.695146206667081
109,1.354,1.3421443585316521
110,6.884,6.652165016571987
111,0.455,0.4551404109068759
112,1.342,1.345815299216617
113,12.890999999999998,12.929513650233526
114,12.804,12.644572231599351
115,0.95,0.9854197747428534
116,10.029,9.906201571352947
117,0.7829999999999999,0.7922830584309037
118,0.502,0.5026805850990261
119,1.345,1.345815299216617
120,11.873,10.28174583362269
121,1.3530000000000002,1.3421443585316521
122,9.324,8.945914702268862
123,0.621,0.620796214578679
124,10.022,11.647753469079476
125,10.559,11.454172317310029
126,6.31,6.451429609400266
127,5.031000000000001,4.994673461779514
128,0.293,0.2938661423407795
129,7.791,7.869975012612389
130,11.366,10.961921820479754
131,3.037,3.011643773411365
132,1.346,1.3495228462551696
133,0.2339999999999999,0.23485645619761195
134,6.745,7.195049649480212
135,0.27,0.2653169171443093
136,1.461,1.4515536407405583
137,0.377,0.3774782427144235
138,9.031,10.283741752104751
139,8.836,8.487706104672442
140,1.357,1.3581244684387084
141,0.5539999999999999,0.552275300506663
142,0.413,0.4135039999028254
143,9.106,8.907109734794261
144,1.009,1.0096721055780729
145,0.217,0.21878452813110658
146,12.130999999999998,11.438399762148508
147,0.62,0.6204041905042355
148,7.768,7.4746221181447225
149,3.407,3.4872222623094298
150,0.317,0.3236420634480855
151,1.663,1.6582267194083027
152,0.622,0.6202414606653451
153,1.341,1.345815299216617
154,0.318,0.3178632207569119
